destination,country,tags,description,rating,popularity,price_level
Houston,United States,City Trip Culture History Art Nightlife Party,"A sprawling city where vibrant cultural districts, lively food scenes, and lush parks create a welcoming atmosphere full of discovery and warmth.",4.2,75,3
Mosi-oa-Tunya / Victoria Falls,"Zambia,Zimbabwe",Natural Africa Historic Landmark World Heritage," These are among the most spectacular waterfalls in the world. The Zambezi River, which is more than 2 km wide at this point, plunges noisily down a series of basalt gorges and raises an iridescent mist that can be seen more than 20 km away. ",4.7,79,2
Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,Cultural Arab States Historic Landmark World Heritage," This property includes two components situated in a desert landscape: Jabel Umm Sinman at Jubbah and the Jabal al-Manjor and Raat at Shuwaymis. A lake once situated at the foot of the Umm Sinman hill range that has now disappeared used to be a source of fresh water for people and animals in the southern part of the Great Narfoud Desert. The ancestors of today’s Arab populations have left traces of their passages in numerous petroglyphs and inscriptions on the rock face. Jabal al-Manjor and Raat form the rocky escarpment of a wadi now covered in sand. They show numerous representations of human and animal figures covering 10,000 years of history. ",5.0,92,2
Port Louis,Mauritius,City Trip Nature Landscape Culture History Art Beach Sea Tropical,"A bustling port city where vibrant markets, colonial architecture, and the scent of street food create a lively and colorful atmosphere.",4.0,62,3
Archaeological Site of Mystras,Greece,Cultural Europe and North America Historic Landmark World Heritage," Mystras, the 'wonder of the Morea', was built as an amphitheatre around the fortress erected in 1249 by the prince of Achaia, William of Villehardouin. Reconquered by the Byzantines, then occupied by the Turks and the Venetians, the city was abandoned in 1832, leaving only the breathtaking medieval ruins, standing in a beautiful landscape. ",4.9,76,2
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Mexico,Cultural Latin America and the Caribbean Historic Landmark World Heritage," These 14 monasteries stand on the slopes of Popocatepetl, to the south-east of Mexico City. They are in an excellent state of conservation and are good examples of the architectural style adopted by the first missionaries – Franciscans, Dominicans and Augustinians – who converted the indigenous populations to Christianity in the early 16th century. They also represent an example of a new architectural concept in which open spaces are of renewed importance. The influence of this style is felt throughout the Mexican territory and even beyond its borders. ",4.7,68,3
Chiribiquete National Park – “The Maloca of the Jaguar”,Colombia,Mixed Latin America and the Caribbean Historic Landmark World Heritage," Chiribiquete National Park, the largest protected area in Colombia, is the confluence point of four biogeographical provinces: Orinoquia, Guyana, Amazonia, and North Andes. As such, the National Park guarantees the connectivity and preservation of the biodiversity of these provinces, constituting itself as an interaction scenario in which flora and fauna diversity and endemism have flourished. One of the defining features of Chiribiquete is the presence of tepuis (table-top mountains), sheer-sided sandstone plateaux that outstand in the forest and result in dramatic scenery that is reinforced by its remoteness, inaccessibility and exceptional conservation. Over 75,000 figures have been made by indigenous people on the walls of the 60 rock shelters from 20,000 BCE, and are still made nowadays by the uncontacted peoples protected by the National Park. These paintings depict hunting scenes, battles, dances and ceremonies, as well as fauna and flora species, with a particular the worship of the jaguar, a symbol of power and fertility. The indigenous communities, which are not directly present on the site, consider Chiribiquete as a sacred place that cannot be visited and that should be preserved unaltered. ",4.7,69,3
Manovo-Gounda St Floris National Park,Central African Republic,Natural Africa Historic Landmark World Heritage," The importance of this park derives from its wealth of flora and fauna. Its vast savannahs are home to a wide variety of species: black rhinoceroses, elephants, cheetahs, leopards, wild dogs, red-fronted gazelles and buffalo, while various types of waterfowl are to be found in the northern floodplains. ",4.8,79,1
Ħal Saflieni Hypogeum,Malta,Cultural Europe and North America Historic Landmark World Heritage," The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone. Perhaps originally a sanctuary, it became a necropolis in prehistoric times. ",4.6,79,2
Mount Nimba Strict Nature Reserve,"Côte d'Ivoire,Guinea",Natural Africa Historic Landmark World Heritage," Located on the borders of Guinea, Liberia and Côte d’Ivoire, Mount Nimba rises above the surrounding savannah. Its slopes are covered by dense forest at the foot of grassy mountain pastures. They harbour an especially rich flora and fauna, with endemic species such as the viviparous toad and chimpanzees that use stones as tools. ",4.8,81,1
Villages with Fortified Churches in Transylvania,Romania,Cultural Europe and North America Historic Landmark World Heritage," These Transylvanian villages with their fortified churches provide a vivid picture of the cultural landscape of southern Transylvania. The seven villages inscribed, founded by the Transylvanian Saxons, are characterized by a specific land-use system, settlement pattern and organization of the family farmstead that have been preserved since the late Middle Ages. They are dominated by their fortified churches, which illustrate building styles from the 13th to the 16th century. ",4.9,83,1
Cleveland,United States,City Trip Culture History Art,"A city where industrial roots meet cultural renaissance, offering lively arts scenes, lakefront breezes, and a welcoming Midwestern charm.",4.4,85,3
Osaka,Japan,City Trip Culture History Art Nightlife Party,"Bustling streets filled with neon lights, delicious street food aromas, and the energetic hum of friendly locals create a lively urban vibe.",4.3,66,5
Antalya,Turkey,City Trip Nature Landscape Culture History Art Adventure Hiking Beach Sea Tropical Nightlife Party,"Sun-drenched beaches meet ancient ruins and bustling bazaars, offering a blend of relaxation and cultural exploration in a picturesque coastal setting.",4.8,73,3
Stone Circles of Senegambia,"Gambia (the),Senegal",Cultural Africa Historic Landmark World Heritage," The site consists of four large groups of stone circles that represent an extraordinary concentration of over 1,000 monuments in a band 100 km wide along some 350 km of the River Gambia. The four groups, Sine Ngay&egrave;ne, Wanar, Wassu and Kerbatch, cover 93 stone circles and numerous tumuli, burial mounds, some of which have been excavated to reveal material that suggest dates between 3rd century BC and 16th century AD. Together the stone circles of laterite pillars and their associated burial mounds present a vast sacred landscape created over more than 1,500 years. It reflects a prosperous, highly organized and lasting society. ",4.6,71,1
Historic City of Yazd,Iran (Islamic Republic of),Cultural Asia and the Pacific Historic Landmark World Heritage," The City of Yazd is located in the middle of the Iranian plateau, 270 km southeast of Isfahan, close to the Spice and Silk Roads. It bears living testimony to the use of limited resources for survival in the desert. Water is supplied to the city through a qanat system developed to draw underground water. The earthen architecture of Yazd has escaped the modernization that destroyed many traditional earthen towns, retaining its traditional districts, the qanat system, traditional houses, bazars, hammams, mosques, synagogues, Zoroastrian temples and the historic garden of Dolat-abad. ",4.5,82,2
Brno,Czech Republic,City Trip Culture History Art,"Charming cobblestone streets and vibrant student life create an inviting energy, while historic architecture and cozy cafés offer delightful moments of discovery.",4.4,67,1
Historic Centre of Warsaw,Poland,Cultural Europe and North America Historic Landmark World Heritage," During the Warsaw Uprising in August 1944, more than 85% of Warsaw's historic centre was destroyed by Nazi troops. After the war, a five-year reconstruction campaign by its citizens resulted in today's meticulous restoration of the Old Town, with its churches, palaces and market-place. It is an outstanding example of a near-total reconstruction of a span of history covering the 13th to the 20th century. ",4.7,76,3
León Cathedral,Nicaragua,Cultural Latin America and the Caribbean Historic Landmark World Heritage," Built between 1747 and the early 19th century to the design of Guatemalan architect Diego Jos&eacute; de Porres Esquivel, the monument expresses the transition from Baroque to Neoclassical architecture and its style can be considered to be eclectic. The Cathedral is characterized by the sobriety of its interior decoration and the abundance of natural light. The vault of the Sanctuary, however, presents rich ornamentation. The Cathedral houses important works of art including a wooden Flemish altarpiece, and paintings of the 14 stations of the Way of the Cross by Nicaraguan artist Antonio Sarria (late 19th and early 20th centuries). ",4.6,82,2
"Cidade Velha, Historic Centre of Ribeira Grande",Cabo Verde,Cultural Africa Historic Landmark World Heritage," The town of Ribeira Grande, renamed Cidade Velha in the late 18th century, was the first European colonial outpost in the tropics. Located in the south of the island of Santiago, the town features some of the original street layout impressive remains including two churches, a royal fortress and Pillory Square with its ornate 16th century marble pillar. ",4.9,70,3
The Persian Garden,Iran (Islamic Republic of),Cultural Asia and the Pacific Historic Landmark World Heritage," The property includes nine gardens in as many provinces. They exemplify the diversity of Persian garden designs that evolved and adapted to different climate conditions while retaining principles that have their roots in the times of Cyrus the Great, 6th century BC. Always divided into four sectors, with water playing an important role for both irrigation and ornamentation, the Persian garden was conceived to symbolize Eden and the four Zoroastrian elements of sky, earth, water and plants. These gardens, dating back to different periods since the 6th century BC, also feature buildings, pavilions and walls, as well as sophisticated irrigation systems. They have influenced the art of garden design as far as India and Spain. ",4.5,86,3
Gardens and Castle at Kroměříž,Czechia,Cultural Europe and North America Historic Landmark World Heritage," Kroměříž stands on the site of an earlier ford across the River Morava, at the foot of the Chriby mountain range which dominates the central part of Moravia. The gardens and castle of Kroměříž are an exceptionally complete and well-preserved example of a European Baroque princely residence and its gardens. ",5.0,94,2
Kandy,Sri Lanka,City Trip Nature Landscape Culture History Art,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.",4.1,61,1
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement","Belgium,France,Germany,Switzerland,India,Japan,Argentina","Cultural Europe and North America,Asia and the Pacific,Latin America and the Caribbean Historic Landmark World Heritage"," Chosen from the work of Le Corbusier, the 17 sites comprising this transnational serial property are spread over seven countries and are a testimonial to the invention of a new architectural language that made a break with the past. They were built over a period of a half-century, in the course of what Le Corbusier described as “patient research”. The Complexe du Capitole in Chandigarh (India), the National Museum of Western Art, Tokyo (Japan), the House of Dr Curutchet in La Plata (Argentina) and the Unité d’habitation in Marseille (France) reflect the solutions that the Modern Movement sought to apply during the 20th century to the challenges of inventing new architectural techniques to respond to the needs of society. These masterpieces of creative genius also attest to the internationalization of architectural practice across the planet. ",4.7,50,3
Kenya Lake System in the Great Rift Valley,Kenya,Natural Africa Historic Landmark World Heritage," The Kenya Lake System in the Great Rift Valley , a natural property of outstanding beauty, comprises three inter-linked relatively shallow lakes (Lake Bogoria, Lake Nakuru and Lake Elementaita) in the Rift Valley Province of Kenya and covers a total area of 32,034 hectares. The property is home to 13 globally threatened bird species and some of the highest bird diversities in the world. It is the single most important foraging site for the lesser flamingo anywhere, and a major nesting and breeding ground for great white pelicans. The property features sizeable mammal populations, including black rhino, Rothschild's giraffe, greater kudu, lion, cheetah and wild dogs and is valuable for the study of ecological processes of major importance. ",4.9,71,1
Fagus Factory in Alfeld,Germany,Cultural Europe and North America Historic Landmark World Heritage," Fagus Factory in Alfeld is a 10-building complex - began around 1910 to the design of Walter Gropius, which is a landmark in the development of modern architecture and industrial design. Serving all stages of manufacture, storage and dispatch of lasts used by the shoe industry, the complex, which is still operational today, is situated in Alfeld an der Leine in Lower Saxony. With its groundbreaking vast expanses of glass panels and functionalist aesthetics, the complex foreshadowed the work of the Bauhaus school and is a landmark in the development of architecture in Europe and North America. ",4.6,75,3
Historic City of Toledo,Spain,Cultural Europe and North America Historic Landmark World Heritage," Successively a Roman municipium, the capital of the Visigothic Kingdom, a fortress of the Emirate of Cordoba, an outpost of the Christian kingdoms fighting the Moors and, in the 16th century, the temporary seat of supreme power under Charles V, Toledo is the repository of more than 2,000 years of history. Its masterpieces are the product of heterogeneous civilizations in an environment where the existence of three major religions – Judaism, Christianity and Islam – was a major factor. ",4.6,62,1
Tower of London,United Kingdom of Great Britain and Northern Ireland,Cultural Europe and North America Historic Landmark World Heritage," The massive White Tower is a typical example of Norman military architecture, whose influence was felt throughout the kingdom. It was built on the Thames by William the Conqueror to protect London and assert his power. The Tower of London &ndash; an imposing fortress with many layers of history, which has become one of the symbols of royalty &ndash; was built around the White Tower. ",4.9,83,2
Western Ghats,India,Natural Asia and the Pacific Historic Landmark World Heritage," Older than the Himalaya mountains, the mountain chain of the Western Ghats represents geomorphic features of immense importance with unique biophysical and ecological processes. The site&rsquo;s high montane forest ecosystems influence the Indian monsoon weather pattern. Moderating the tropical climate of the region, the site presents one of the best examples of the monsoon system on the planet. It also has an exceptionally high level of biological diversity and endemism and is recognized as one of the world&rsquo;s eight &lsquo;hottest hotspots&rsquo; of biological diversity. The forests of the site include some of the best representatives of non-equatorial tropical evergreen forests anywhere and are home to at least 325 globally threatened flora, fauna, bird, amphibian, reptile and fish species. ",4.6,86,2
Yasawa Islands,Fiji,City Trip Nature Landscape Adventure Hiking Beach Sea Tropical,"Crystal-clear waters, secluded beaches, and vibrant coral reefs create a serene paradise perfect for unwinding and immersing in natural beauty.",4.0,86,5
"San Pedro de la Roca Castle, Santiago de Cuba",Cuba,Cultural Latin America and the Caribbean Historic Landmark World Heritage," Commercial and political rivalries in the Caribbean region in the 17th century resulted in the construction of this massive series of fortifications on a rocky promontory, built to protect the important port of Santiago. This intricate complex of forts, magazines, bastions and batteries is the most complete, best-preserved example of Spanish-American military architecture, based on Italian and Renaissance design principles. ",4.7,51,1
Quseir Amra,Jordan,Cultural Arab States Historic Landmark World Heritage," Built in the early 8th century, this exceptionally well-preserved desert castle was both a fortress with a garrison and a residence of the Umayyad caliphs. The most outstanding features of this small pleasure palace are the reception hall and the hammam, both richly decorated with figurative murals that reflect the secular art of the time. ",4.8,84,3
Seoul,South Korea,City Trip Culture History Art Nightlife Party,"A dynamic blend of futuristic skyscrapers and ancient palaces, bustling markets, and tranquil parks, creating an energetic yet harmonious urban experience.",3.6,63,3
Hoi An Ancient Town,Viet Nam,Cultural Asia and the Pacific Historic Landmark World Heritage," Hoi An Ancient Town is an exceptionally well-preserved example of a South-East Asian trading port dating from the 15th to the 19th century. Its buildings and its street plan reflect the influences, both indigenous and foreign, that have combined to produce this unique heritage site. ",4.6,83,3
Old Walled City of Shibam,Yemen,Cultural Arab States Historic Landmark World Heritage," Surrounded by a fortified wall, the 16th-century city of Shibam is one of the oldest and best examples of urban planning based on the principle of vertical construction. Its impressive tower-like structures rise out of the cliff and have given the city the nickname of ‘the Manhattan of the desert’. ",4.6,51,2
Savannah,United States,City Trip Culture History Art,"Cobblestone streets lined with moss-draped oaks create a charming, historic atmosphere, inviting leisurely strolls and a sense of Southern hospitality.",4.0,72,3
Verla Groundwood and Board Mill,Finland,Cultural Europe and North America Historic Landmark World Heritage," The Verla groundwood and board mill and its associated residential area is an outstanding, remarkably well-preserved example of the small-scale rural industrial settlements associated with pulp, paper and board production that flourished in northern Europe and North America in the 19th and early 20th centuries. Only a handful of such settlements survive to the present day. ",4.9,55,3
Richmond,United States,City Trip Culture History Art,"Historic streets lined with charming brick buildings, vibrant art scenes, and the gentle flow of the James River create a welcoming atmosphere.",4.1,70,3
Hawaii Volcanoes National Park,United States of America,Natural Europe and North America Historic Landmark World Heritage," This site contains two of the most active volcanoes in the world, Mauna Loa (4,170 m high) and Kilauea (1,250 m high), both of which tower over the Pacific Ocean. Volcanic eruptions have created a constantly changing landscape, and the lava flows reveal surprising geological formations. Rare birds and endemic species can be found there, as well as forests of giant ferns. ",4.6,91,2
Braga,Portugal,City Trip Culture History Art,"Charming cobblestone streets and ancient churches create a serene atmosphere, while lively squares and local eateries offer a warm, welcoming experience.",3.6,83,3
Yellowstone National Park,United States,City Trip Nature Landscape Adventure Hiking,"Expansive landscapes filled with geysers, hot springs, and diverse wildlife create an awe-inspiring experience of natural beauty and tranquility.",4.6,65,3
"Cathedral, Alcázar and Archivo de Indias in Seville",Spain,Cultural Europe and North America Historic Landmark World Heritage," Together these three buildings form a remarkable monumental complex in the heart of Seville. The cathedral and the Alcázar – dating from the Reconquest of 1248 to the 16th century and imbued with Moorish influences – are an exceptional testimony to the civilization of the Almohads as well as that of Christian Andalusia. The Giralda minaret is the masterpiece of Almohad architecture. It stands next to the cathedral with its five naves; the largest Gothic building in Europe, it houses the tomb of Christopher Columbus. The ancient Lonja, which became the Archivo de Indias, contains valuable documents from the archives of the colonies in the Americas. ",4.6,60,3
"Hospicio Cabañas, Guadalajara",Mexico,Cultural Latin America and the Caribbean Historic Landmark World Heritage," The Hospicio Caba&ntilde;as was built at the beginning of the 19th century to provide care and shelter for the disadvantaged &ndash; orphans, old people, the handicapped and chronic invalids. This remarkable complex, which incorporates several unusual features designed specifically to meet the needs of its occupants, was unique for its time. It is also notable for the harmonious relationship between the open and built spaces, the simplicity of its design, and its size. In the early 20th century, the chapel was decorated with a superb series of murals, now considered some of the masterpieces of Mexican art. They are the work of Jos&eacute; Clemente Orozco, one of the greatest Mexican muralists of the period. ",4.9,69,2
Medina of Marrakesh,Morocco,Cultural Arab States Historic Landmark World Heritage," Founded in 1070–72 by the Almoravids, Marrakesh remained a political, economic and cultural centre for a long period. Its influence was felt throughout the western Muslim world, from North Africa to Andalusia. It has several impressive monuments dating from that period: the Koutoubiya Mosque, the Kasbah, the battlements, monumental doors, gardens, etc. Later architectural jewels include the Bandiâ Palace, the Ben Youssef Madrasa, the Saadian Tombs, several great residences and Place Jamaâ El Fna, a veritable open-air theatre. ",4.9,70,2
Pantanal Conservation Area,Brazil,Natural Latin America and the Caribbean Historic Landmark World Heritage," The Pantanal Conservation Area consists of a cluster of four protected areas with a total area of 187,818 ha. Located in western central Brazil at the south-west corner of the State of Mato Grosso, the site represents 1.3% of Brazil's Pantanal region, one of the world's largest freshwater wetland ecosystems. The headwaters of the region's two major river systems, the Cuiabá and the Paraguay rivers, are located here, and the abundance and diversity of its vegetation and animal life are spectacular. ",4.7,70,1
Rio de Janeiro,Brazil,City Trip Nature Landscape Culture History Art Adventure Hiking Beach Sea Tropical Nightlife Party,"Vibrant streets pulse with samba rhythms, stunning beaches meet lush mountains, and every corner offers a burst of color and life.",4.3,91,3
Ancient ferrous metallurgy sites of Burkina Faso,Burkina Faso,Cultural Africa Historic Landmark World Heritage,"This property is composed of five elements located in different provinces of the country. It includes about fifteen standing, natural-draught furnaces, several other furnace structures, mines and traces of dwellings. Douroula, which dates back to the 8th century BCE, is the oldest evidence of the development of iron production found in Burkina Faso. The other components of the property - Tiwêga, Yamané, Kindibo and Békuy - illustrate the intensification of iron production during the second millennium CE. Even though iron ore reduction - obtaining iron from ore - is no longer practiced today, village blacksmiths still play a major role in supplying tools, while taking part in various rituals.",4.9,94,2
Kaiping Diaolou and Villages,China,Cultural Asia and the Pacific Historic Landmark World Heritage," Kaiping Diaolou and Villages feature the Diaolou, multi-storeyed defensive village houses in Kaiping, which display a complex and flamboyant fusion of Chinese and Western structural and decorative forms. They reflect the significant role of &eacute;migr&eacute; Kaiping people in the development of several countries in South Asia, Australasia and North America, during the late 19th and early 20th centuries. There are four groups of Diaolou and twenty of the most symbolic ones are inscribed on the List. These buildings take three forms: communal towers built by several families and used as temporary refuge, residential towers built by individual rich families and used as fortified residences, and watch towers. Built of stone, pise , brick or concrete, these buildings represent a complex and confident fusion between Chinese and Western architectural styles. Retaining a harmonious relationship with the surrounding landscape, the Diaolou testify to the final flowering of local building traditions that started in the Ming period in response to local banditry. ",4.6,65,2
"Jelling Mounds, Runic Stones and Church",Denmark,Cultural Europe and North America Historic Landmark World Heritage," The Jelling burial mounds and one of the runic stones are striking examples of pagan Nordic culture, while the other runic stone and the church illustrate the Christianization of the Danish people towards the middle of the 10th century. ",4.6,74,1
Kairouan,Tunisia,Cultural Arab States Historic Landmark World Heritage," Founded in 670, Kairouan flourished under the Aghlabid dynasty in the 9th century. Despite the transfer of the political capital to Tunis in the 12th century, Kairouan remained the Maghreb's principal holy city. Its rich architectural heritage includes the Great Mosque, with its marble and porphyry columns, and the 9th-century Mosque of the Three Gates. ",4.8,89,3
Coiba National Park and its Special Zone of Marine Protection,Panama,Natural Latin America and the Caribbean Historic Landmark World Heritage," Coiba National Park, off the southwest coast of Panama, protects Coiba Island, 38 smaller islands and the surrounding marine areas within the Gulf of Chiriqui. Protected from the cold winds and effects of El Ni&ntilde;o, Coiba&rsquo;s Pacific tropical moist forest maintains exceptionally high levels of endemism of mammals, birds and plants due to the ongoing evolution of new species. It is also the last refuge for a number of threatened animals such as the crested eagle. The property is an outstanding natural laboratory for scientific research and provides a key ecological link to the Tropical Eastern Pacific for the transit and survival of pelagic fish and marine mammals. ",4.9,93,3
Adelaide,Australia,City Trip Nature Landscape Culture History Art,"Charming streets lined with historic buildings and lush parks offer a laid-back vibe, perfect for leisurely strolls and enjoying local wines.",4.8,71,3
Discovery Coast Atlantic Forest Reserves,Brazil,Natural Latin America and the Caribbean Historic Landmark World Heritage," The Discovery Coast Atlantic Forest Reserves, in the states of Bahia and Esp&iacute;rito Santo, consist of eight separate protected areas containing 112,000 ha of Atlantic forest and associated shrub (restingas). The rainforests of Brazil&rsquo;s Atlantic coast are the world&rsquo;s richest in terms of biodiversity. The site contains a distinct range of species with a high level of endemism and reveals a pattern of evolution that is not only of great scientific interest but is also of importance for conservation. ",4.8,84,1
Historic City of Meknes,Morocco,Cultural Arab States Historic Landmark World Heritage," Founded in the 11th century by the Almoravids as a military settlement, Meknes became a capital under Sultan Moulay Ismaïl (1672–1727), the founder of the Alawite dynasty. The sultan turned it into a impressive city in Spanish-Moorish style, surrounded by high walls with great doors, where the harmonious blending of the Islamic and European styles of the 17th century Maghreb are still evident today. ",5.0,84,1
"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",France,Cultural Europe and North America Historic Landmark World Heritage," In the 14th century, this city in the South of France was the seat of the papacy. The Palais des Papes, an austere-looking fortress lavishly decorated by Simone Martini and Matteo Giovanetti, dominates the city, the surrounding ramparts and the remains of a 12th-century bridge over the Rhone. Beneath this outstanding example of Gothic architecture, the Petit Palais and the Romanesque Cathedral of Notre-Dame-des-Doms complete an exceptional group of monuments that testify to the leading role played by Avignon in 14th-century Christian Europe. ",4.9,70,3
Kasbah of Algiers,Algeria,Cultural Arab States Historic Landmark World Heritage," The Kasbah is a unique kind of medina, or Islamic city. It stands in one of the finest coastal sites on the Mediterranean, overlooking the islands where a Carthaginian trading-post was established in the 4th century BC. There are the remains of the citadel, old mosques and Ottoman-style palaces as well as the remains of a traditional urban structure associated with a deep-rooted sense of community. ",4.8,84,2
Raja Ampat,Indonesia,City Trip Nature Landscape Adventure Hiking Beach Sea Tropical,"Crystal-clear waters teeming with vibrant marine life and secluded islands offer a serene escape, perfect for snorkeling and diving enthusiasts seeking adventure.",4.6,93,5
Rock Art of Alta,Norway,Cultural Europe and North America Historic Landmark World Heritage," This group of petroglyphs in the Alta Fjord, near the Arctic Circle, bears the traces of a settlement dating from c. 4200 to 500 B.C. The thousands of paintings and engravings add to our understanding of the environment and human activities on the fringes of the Far North in prehistoric times. ",4.8,92,3
Niokolo-Koba National Park,Senegal,Natural Africa Historic Landmark World Heritage," Located in a well-watered area along the banks of the Gambia river, the gallery forests and savannahs of Niokolo-Koba National Park have a very rich fauna, among them Derby elands (largest of the antelopes), chimpanzees, lions, leopards and a large population of elephants, as well as many birds, reptiles and amphibians. ",4.8,69,1
Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,"Croatia,Italy,Montenegro",Cultural Europe and North America Historic Landmark World Heritage," This property consists of 6 components of defence works in Italy, Croatia and Montenegro, spanning more than 1,000 km between the Lombard region of Italy and the eastern Adriatic Coast. The fortifications throughout the Stato da Terra protected the Republic of Venice from other European powers to the northwest and those of the Stato da Mar protected the sea routes and ports in the Adriatic Sea to the Levant. They were necessary to support the expansion and authority of the Serenissima. The introduction of gunpowder led to significant shifts in military techniques and architecture that are reflected in the design of so-called alla moderna / bastioned, fortifications, which were to spread throughout Europe. ",4.9,92,2
"Royal Botanic Gardens, Kew",United Kingdom of Great Britain and Northern Ireland,Cultural Europe and North America Historic Landmark World Heritage," This historic landscape garden features elements that illustrate significant periods of the art of gardens from the 18th to the 20th centuries. The gardens house botanic collections (conserved plants, living plants and documents) that have been considerably enriched through the centuries. Since their creation in 1759, the gardens have made a significant and uninterrupted contribution to the study of plant diversity and economic botany. ",4.8,66,3
Ancient Thebes with its Necropolis,Egypt,Cultural Arab States Historic Landmark World Heritage," Thebes, the city of the god Amon, was the capital of Egypt during the period of the Middle and New Kingdoms. With the temples and palaces at Karnak and Luxor, and the necropolises of the Valley of the Kings and the Valley of the Queens, Thebes is a striking testimony to Egyptian civilization at its height. ",4.8,67,1
Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Ireland,Cultural Europe and North America Historic Landmark World Heritage," The three main prehistoric sites of the Br&uacute; na B&oacute;inne Complex, Newgrange, Knowth and Dowth, are situated on the north bank of the River Boyne 50 km north of Dublin. This is Europe's largest and most important concentration of prehistoric megalithic art. The monuments there had social, economic, religious and funerary functions. ",4.5,76,3
Major Mining Sites of Wallonia,Belgium,Cultural Europe and North America Historic Landmark World Heritage," The four sites of the property form a strip 170&nbsp;km long by 3&ndash;15&nbsp;km wide, crossing Belgium from east to west, consisting of the best-preserved 19th- and 20th-century coal-mining sites of the country. It features examples of the utopian architecture from the early periods of the industrial era in Europe within a highly integrated, industrial and urban ensemble, notably the Grand-Hornu colliery and workers&rsquo; city designed by Bruno Renard in the first half of the 19th century. Bois-du-Luc includes numerous buildings erected from 1838 to 1909 and one of Europe&rsquo;s oldest collieries dating back to the late 17th century. While Wallonia had hundreds of collieries, most have lost their infrastructure, while the four components of the listed site retain a high measure of integrity. ",5.0,87,3
Rice Terraces of the Philippine Cordilleras,Philippines,Cultural Asia and the Pacific Historic Landmark World Heritage," For 2,000 years, the high rice fields of the Ifugao have followed the contours of the mountains. The fruit of knowledge handed down from one generation to the next, and the expression of sacred traditions and a delicate social balance, they have helped to create a landscape of great beauty that expresses the harmony between humankind and the environment. ",4.7,79,2
Royal Hill of Ambohimanga,Madagascar,Cultural Africa Historic Landmark World Heritage," The Royal Hill of Ambohimanga consists of a royal city and burial site, and an ensemble of sacred places. It is associated with strong feelings of national identity, and has maintained its spiritual and sacred character both in ritual practice and the popular imagination for the past 500 years. It remains a place of worship to which pilgrims come from Madagascar and elsewhere. ",5.0,84,2
Aphrodisias,Turkey,Cultural Europe and North America Historic Landmark World Heritage," Located in southwestern Turkey, in the upper valley of the Morsynus River, the site consists of two components: the archaeological site of Aphrodisias and the marble quarries northeast of the city. The temple of Aphrodite dates from the 3rd century BC and the city was built one century later. The wealth of Aphrodisias came from the marble quarries and the art produced by its sculptors. The city streets are arranged around several large civic structures, which include temples, a theatre, an agora and two bath complexes. ",5.0,53,1
Singapore,Singapore,City Trip Culture History Art Nightlife Party,"A bustling cityscape where futuristic architecture meets lush green spaces, offering a vibrant blend of cultures and flavors at every corner.",3.6,75,5
Maseru,Lesotho,City Trip Nature Landscape Adventure Hiking,"Surrounded by dramatic landscapes, this city offers a blend of bustling markets, friendly locals, and a unique cultural tapestry to explore.",4.7,72,1
Arica,Chile,City Trip Nature Landscape Adventure Hiking Beach Sea Tropical,"Sun-drenched coastal vibes mix with desert landscapes, offering a unique blend of serene beaches and captivating cultural history.",3.9,61,1
Rarotonga,Cook Islands,City Trip Nature Landscape Adventure Hiking Beach Sea Tropical,"Lush green mountains meet crystal-clear lagoons, offering a tranquil escape where the gentle rhythm of island life captivates your senses.",4.7,74,3
Major Town Houses of the Architect Victor Horta (Brussels),Belgium,Cultural Europe and North America Historic Landmark World Heritage," The four major town houses - H&ocirc;tel Tassel, H&ocirc;tel Solvay, H&ocirc;tel van Eetvelde, and Maison &amp; Atelier Horta - located in Brussels and designed by the architect Victor Horta, one of the earliest initiators of Art Nouveau, are some of the most remarkable pioneering works of architecture of the end of the 19th century. The stylistic revolution represented by these works is characterised by their open plan, the diffusion of light, and the brilliant joining of the curved lines of decoration with the structure of the building. ",4.6,66,2
Vlkolínec,Slovakia,Cultural Europe and North America Historic Landmark World Heritage," Vlkolínec, situated in the centre of Slovakia, is a remarkably intact settlement of 45 buildings with the traditional features of a central European village. It is the region’s most complete group of these kinds of traditional log houses, often found in mountainous areas. ",4.9,87,2
Detroit,United States,City Trip Culture History Art,"Industrial charm meets vibrant arts and music scenes, where historic architecture and modern innovation create a dynamic and inviting urban experience.",4.2,99,3
